unit_id,essay_file,sentence_id,sentence_text,sentence_with_boundry,error_span,n_annotators,annotators,gold_expression,gold_discourse,gold_meaning,expression_confidence,discourse_confidence,meaning_confidence,row_ambiguity,expr_votes_sum,disc_votes_sum,mean_votes_sum,label_signature
CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx||8,CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx,8,Reasons are as follows.,/ERR/Reasons are as follows/ERR/.,Reasons are as follows,2,ST_10|ST_14,1,1,1,low,low,low,high,1,1,1,1_1_1
CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx||11,CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx,11,Both the smoker and the second hand smokers are risking their health even their life on the cigarette.,Both the smoker and the second hand smokers are risking their health even their life /ERR/on the cigarette/ERR/.,on the cigarette,2,ST_10|ST_14,0,1,0,high,low,high,high,0,1,0,0_1_0
CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx||12,CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx,12,"Every year, large amounts of people die of lung cancer just because of smoking too much.","Every year, /ERR/large amounts of people/ERR/ die of lung cancer just because of smoking too much.",large amounts of people,2,ST_10|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx||13,CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx,13,Everyone should realize that our life is really precious that it our duty to value it.,Everyone should realize that our life is really precious that /ERR/it our duty to value it/ERR/.,it our duty to value it,2,ST_10|ST_14,1,1,1,high,low,low,high,2,1,1,1_1_1
CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx||14,CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx,14,Therefore stay away from the cigar not only for yourself but also for others surrounding you.,Therefore stay away from /ERR/the cigar/ERR/ not only for yourself but also for others surrounding you.,the cigar,2,ST_10|ST_14,0,1,0,high,low,high,high,0,1,0,0_1_0
CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx||15,CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx,15,Therefore stay away from the cigar not only for yourself but also for others surrounding you.,Therefore stay away from the cigar not only for yourself but also for /ERR/others surrounding you/ERR/.,others surrounding you,2,ST_10|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx||16,CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx,16,"Secondly, it is a bad behavior or habit for our adolescents to imitate.","Secondly, it is /ERR/a bad behavior/ERR/ or habit for our adolescents to imitate.",a bad behavior,2,ST_10|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx||17,CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx,17,"Smoking in front of others present is a bad manner, which not only make an awful impression on others' mind but mislead the children to regard it as an acceptable or even a cool action.","Smoking in front of /ERR/others present/ERR/ is a bad manner, which not only make an awful impression on others' mind but mislead the children to regard it as an acceptable or even a cool action.",others present,2,ST_10|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx||18,CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx,18,"Smoking in front of others present is a bad manner, which not only make an awful impression on others' mind but mislead the children to regard it as an acceptable or even a cool action.","Smoking in front of others present is a bad manner, which not only /ERR/make an awful impression/ERR/ on others' mind but mislead the children to regard it as an acceptable or even a cool action.",make an awful impression,2,ST_10|ST_14,1,1,1,high,low,low,high,2,1,1,1_1_1
CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx||19,CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx,19,"Smoking in front of others present is a bad manner, which not only make an awful impression on others' mind but mislead the children to regard it as an acceptable or even a cool action.","Smoking in front of others present is a bad manner, which not only make an awful impression on /ERR/others' mind/ERR/ but mislead the children to regard it as an acceptable or even a cool action.",others' mind,2,ST_10|ST_14,1,1,1,high,low,low,high,2,1,1,1_1_1
CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx||20,CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx,20,"Every adult should be mentally alert to set a good example, especially in the public place.","Every adult should be mentally alert to set a good example, especially in /ERR/the public place/ERR/.",the public place,2,ST_10|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx||21,CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx,21,"In a word, let's create a smoke free atmosphere to enjoy our meal.","In a word, let's create a /ERR/smoke free atmosphere/ERR/ to enjoy our meal.",smoke free atmosphere,2,ST_10|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx||22,CHN_B1_1 - Smoking - WE_CHN_SMK0_010_B1_1.xlsx,22,Seriously speaking!,/ERR/Seriously speaking!/ERR/,Seriously speaking!,2,ST_10|ST_14,1,1,1,low,low,low,high,1,1,1,1_1_1
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||3,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,3,The answer is positive.,The answer is /ERR/positive/ERR/.,positive,2,ST_06|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||4,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,4,A cigarette includes a lot of harmful matters.,A cigarette includes a lot of /ERR/harmful matters/ERR/.,harmful matters,2,ST_06|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||5,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,5,"As you know, it's pernicious for our health.","As you know, it's /ERR/pernicious/ERR/ for our health.",pernicious,2,ST_06|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||6,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,6,"Not only is the person who smokes influenced badly, but also the other person who smells the smoke.","Not only is the person who smokes /ERR/influenced badly/ERR/, but also the other person who smells the smoke.",influenced badly,2,ST_06|ST_14,1,1,1,high,low,low,high,2,1,1,1_1_1
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||7,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,7,"If plenty of people smoke in public place, human beings' health will get hurt.","If plenty of people smoke in /ERR/public place/ERR/, human beings' health will get hurt.",public place,2,ST_06|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||8,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,8,"If plenty of people smoke in public place, human beings' health will get hurt.","If plenty of people smoke in public place, human beings' health will /ERR/get hurt/ERR/.",get hurt,2,ST_06|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||9,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,9,Although they haven't smoked ever.,/ERR/Although they haven't smoked ever./ERR/,Although they haven't smoked ever.,2,ST_06|ST_14,0,1,0,high,low,high,high,0,1,0,0_1_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||10,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,10,"After all, it is unfair for them to let somebody smoke anywhere to destroy their body.","After all, it is unfair for them to let somebody smoke anywhere to /ERR/destroy their body/ERR/.",destroy their body,2,ST_06|ST_14,1,1,1,low,high,low,high,1,2,1,1_1_1
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||11,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,11,"Of course, restaurants are the place where we enjoy our life.","Of course, restaurants are the place where we enjoy /ERR/our life/ERR/.",our life,2,ST_06|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||12,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,12,We should eat food with happy feeling.,We should eat food with /ERR/happy feeling/ERR/.,happy feeling,2,ST_06|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||13,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,13,"A cigarette can attract your most attention, and then you will forget what you are enjoying.","A cigarette can attract /ERR/your most attention/ERR/, and then you will forget what you are enjoying.",your most attention,2,ST_06|ST_14,1,1,1,low,high,low,high,1,2,1,1_1_1
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||14,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,14,That's a bad habitat for not respecting nature.,That's a bad /ERR/habitat/ERR/ for not respecting nature.,habitat,2,ST_06|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||15,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,15,We'd better be grateful for the entire world.,We'd better be grateful for /ERR/the entire world/ERR/.,the entire world,2,ST_06|ST_14,1,1,1,high,low,low,high,2,1,1,1_1_1
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||16,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,16,"Besides these, smoking in restaurants' is easy to cause a fire accident.","/ERR/Besides these/ERR/, smoking in restaurants' is easy to cause a fire accident.",Besides these,2,ST_06|ST_14,0,1,0,high,high,high,low,0,2,0,0_1_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||18,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,18,"Besides these, smoking in restaurants' is easy to cause a fire accident.","Besides these, smoking in restaurants' is easy to cause /ERR/a fire accident/ERR/.",a fire accident,2,ST_06|ST_14,1,0,0,high,high,high,low,2,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||19,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,19,"People often forget to put out the cigarette, and the accidents will happen.","People often forget to put out /ERR/the cigarette/ERR/, and the accidents will happen.",the cigarette,2,ST_06|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||20,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,20,"People often forget to put out the cigarette, and the accidents will happen.","People often forget to put out the cigarette, and /ERR/the accidents will happen/ERR/.",the accidents will happen,2,ST_06|ST_14,0,1,0,high,low,high,high,0,1,0,0_1_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||21,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,21,"So many things have showed us about this, the most important thing is a lot of people died in the fire.","/ERR/So many things have showed us about this/ERR/, the most important thing is a lot of people died in the fire.",So many things have showed us about this,2,ST_06|ST_14,0,1,0,high,low,high,high,0,1,0,0_1_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||22,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,22,"So many things have showed us about this, the most important thing is a lot of people died in the fire.","So many things have showed us about this, the most important thing is /ERR/a lot of people died in the fire/ERR/.",a lot of people died in the fire,2,ST_06|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||23,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,23,The sad experience has told us to be careful in smoking.,The sad experience has told us to /ERR/be careful in smoking/ERR/.,be careful in smoking,2,ST_06|ST_14,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx||24,CHN_B1_2 - Smoking - WE_CHN_SMK0_004_B1_2.xlsx,24,"In a word, smoking leads too many unhappy things, and it should be banned at all restaurants in the country.","In a word, smoking /ERR/leads too many unhappy things/ERR/, and it should be banned at all restaurants in the country.",leads too many unhappy things,2,ST_06|ST_14,0,1,0,high,high,high,low,0,2,0,0_1_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_006_B1_2.xlsx||4,CHN_B1_2 - Smoking - WE_CHN_SMK0_006_B1_2.xlsx,4,"What's worse, second hand smoking hurt our body when we have no sense.","What's worse, second hand smoking hurt our body when we have /ERR/no sense/ERR/.",no sense,2,ST_09|ST_16,0,0,1,high,high,high,low,0,0,2,0_0_1
CHN_B1_2 - Smoking - WE_CHN_SMK0_006_B1_2.xlsx||7,CHN_B1_2 - Smoking - WE_CHN_SMK0_006_B1_2.xlsx,7,Most people in the world don't like to smoke and large numbers of them even hate it because of its uncomfortable gas.,Most people in the world don't like to smoke and large numbers of them even hate it because of its /ERR/uncomfortable gas/ERR/.,uncomfortable gas,2,ST_09|ST_16,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_006_B1_2.xlsx||10,CHN_B1_2 - Smoking - WE_CHN_SMK0_006_B1_2.xlsx,10,"The tobacco is also very expensive, which means smoking waste a lot of money, so quite smoking can also save money.","The tobacco is also very expensive, which means smoking /ERR/waste a lot of money/ERR/, so quite smoking can also save money.",waste a lot of money,2,ST_09|ST_16,0,0,1,high,high,low,high,0,0,1,0_0_1
CHN_B1_2 - Smoking - WE_CHN_SMK0_006_B1_2.xlsx||11,CHN_B1_2 - Smoking - WE_CHN_SMK0_006_B1_2.xlsx,11,"The tobacco is also very expensive, which means smoking waste a lot of money, so quite smoking can also save money.","The tobacco is also very expensive, which means smoking waste a lot of money, so /ERR/quite smoking/ERR/ can also save money.",quite smoking,2,ST_09|ST_16,0,0,1,high,high,high,low,0,0,2,0_0_1
CHN_B1_2 - Smoking - WE_CHN_SMK0_006_B1_2.xlsx||12,CHN_B1_2 - Smoking - WE_CHN_SMK0_006_B1_2.xlsx,12,The restaurant is the most important pubic place in our daily life so that banning smoking here can make the biggest and best effect.,The restaurant is the most important /ERR/pubic place/ERR/ in our daily life so that banning smoking here can make the biggest and best effect.,pubic place,2,ST_09|ST_16,0,0,1,high,high,low,high,0,0,1,0_0_1
CHN_B1_2 - Smoking - WE_CHN_SMK0_006_B1_2.xlsx||13,CHN_B1_2 - Smoking - WE_CHN_SMK0_006_B1_2.xlsx,13,The restaurant is the most important pubic place in our daily life so that banning smoking here can make the biggest and best effect.,The restaurant is the most important pubic place in our daily life so that banning smoking here can make the /ERR/biggest and best effect/ERR/.,biggest and best effect,2,ST_09|ST_16,0,0,1,high,high,low,high,0,0,1,0_0_1
CHN_B1_2 - Smoking - WE_CHN_SMK0_006_B1_2.xlsx||14,CHN_B1_2 - Smoking - WE_CHN_SMK0_006_B1_2.xlsx,14,"We do not want to be hurt when we have a good time, which is very disappointed.","We do not want to be hurt when we have a good time, which is very /ERR/disappointed/ERR/.",disappointed,2,ST_09|ST_16,0,0,1,high,high,low,high,0,0,1,0_0_1
CHN_B1_2 - Smoking - WE_CHN_SMK0_006_B1_2.xlsx||15,CHN_B1_2 - Smoking - WE_CHN_SMK0_006_B1_2.xlsx,15,Another reason is that restaurant is a closed place which air is very hard to flow and people do not move often so that the bad gas can't discharge and cause great harm.,Another reason is that restaurant is a closed place which /ERR/air is very hard to flow/ERR/ and people do not move often so that the bad gas can't discharge and cause great harm.,air is very hard to flow,2,ST_09|ST_16,1,0,0,high,high,high,low,2,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_006_B1_2.xlsx||16,CHN_B1_2 - Smoking - WE_CHN_SMK0_006_B1_2.xlsx,16,Another reason is that restaurant is a closed place which air is very hard to flow and people do not move often so that the bad gas can't discharge and cause great harm.,Another reason is that restaurant is a closed place which air is very hard to flow and people do not move often so that the /ERR/bad gas/ERR/ can't discharge and cause great harm.,bad gas,2,ST_09|ST_16,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_008_B1_2.xlsx||2,CHN_B1_2 - Smoking - WE_CHN_SMK0_008_B1_2.xlsx,2,"Smoking in the restaurants not only can give rise to unpleasant, but it also does harm to other guests' health.","Smoking in the restaurants not only can give rise to /ERR/unpleasant/ERR/, but it also does harm to other guests' health.",unpleasant,2,ST_05|ST_17,1,0,0,high,high,high,low,2,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_008_B1_2.xlsx||3,CHN_B1_2 - Smoking - WE_CHN_SMK0_008_B1_2.xlsx,3,"As the air circulation is not good in a restaurant, the smell of the smoke is probably to affect other people.","As the air circulation is not good in a restaurant, the smell of the smoke /ERR/is probably to affect/ERR/ other people.",is probably to affect,2,ST_05|ST_17,1,0,0,high,high,high,low,2,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_008_B1_2.xlsx||4,CHN_B1_2 - Smoking - WE_CHN_SMK0_008_B1_2.xlsx,4,"This little activity may completely ruin a dinner, how can you do that!","This /ERR/little activity/ERR/ may completely ruin a dinner, how can you do that!",little activity,2,ST_05|ST_17,1,0,0,high,high,high,low,2,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_008_B1_2.xlsx||5,CHN_B1_2 - Smoking - WE_CHN_SMK0_008_B1_2.xlsx,5,"On the other hand, there is no need for me to throw light on the harm of the second hand smoking may do because everybody knows it!","On the other hand, there is no need for me to /ERR/throw light on/ERR/ the harm of the second hand smoking may do because everybody knows it!",throw light on,2,ST_05|ST_17,0,1,0,high,low,high,high,0,1,0,0_1_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_008_B1_2.xlsx||6,CHN_B1_2 - Smoking - WE_CHN_SMK0_008_B1_2.xlsx,6,"On the other hand, there is no need for me to throw light on the harm of the second hand smoking may do because everybody knows it!","On the other hand, there is no need for me to throw light on the harm of the /ERR/second hand smoking/ERR/ may do because everybody knows it!",second hand smoking,2,ST_05|ST_17,0,1,0,high,low,high,high,0,1,0,0_1_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_008_B1_2.xlsx||9,CHN_B1_2 - Smoking - WE_CHN_SMK0_008_B1_2.xlsx,9,Because the ash and smoke could directly get into the food then ate by the customers.,Because the ash and smoke could directly get into the food then /ERR/ate by the customers/ERR/.,ate by the customers,2,ST_05|ST_17,1,0,0,high,high,high,low,2,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_008_B1_2.xlsx||10,CHN_B1_2 - Smoking - WE_CHN_SMK0_008_B1_2.xlsx,10,"Meanwhile, smoking being banned does not mean you could not smoke during a meal.","Meanwhile, /ERR/smoking being banned/ERR/ does not mean you could not smoke during a meal.",smoking being banned,2,ST_05|ST_17,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B1_2 - Smoking - WE_CHN_SMK0_008_B1_2.xlsx||13,CHN_B1_2 - Smoking - WE_CHN_SMK0_008_B1_2.xlsx,13,"For the two reasons mentioned above, and the fact that you can still smoke outside the restaurant during a meal, put your hands up to show that you are with me!","For the two reasons mentioned above, and the fact that you can still smoke outside the restaurant during a meal, /ERR/put your hands up to show that you are with me/ERR/!",put your hands up to show that you are with me,2,ST_05|ST_17,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx||2,CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx,2,"Personally, I think it is an important behavior to ban smoke at restaurant and we should not allow this condition in the restaurant any more.","Personally, I think it is an /ERR/important behavior to ban smoke/ERR/ at restaurant and we should not allow this condition in the restaurant any more.",important behavior to ban smoke,2,ST_03|ST_12,1,0,1,low,high,low,high,1,0,1,1_0_1
CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx||3,CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx,3,"Personally, I think it is an important behavior to ban smoke at restaurant and we should not allow this condition in the restaurant any more.","Personally, I think it is an important behavior to ban smoke at restaurant and we should not allow /ERR/this condition/ERR/ in the restaurant any more.",this condition,2,ST_03|ST_12,1,0,0,high,high,high,low,2,0,0,1_0_0
CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx||4,CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx,4,"First and foremost, there's no denying that smoking does harm to the smokers and in the meantime to others.","First and foremost, there's no denying that smoking does harm to the smokers and /ERR/in the meantime to others/ERR/.",in the meantime to others,2,ST_03|ST_12,0,1,1,high,low,low,high,0,1,1,0_1_1
CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx||5,CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx,5,"Although those people have been addicted to smoking, they are supposed to pay more attention to the others' health in public.","Although those people have been addicted to smoking, they are supposed to pay more attention to /ERR/the others' health/ERR/ in public.",the others' health,2,ST_03|ST_12,1,1,0,low,low,high,high,1,1,0,1_1_0
CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx||6,CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx,6,"Moreover, it is common believed that smoking destroy the elegant atmosphere at the restaurant.","Moreover, it is /ERR/common believed/ERR/ that smoking destroy the elegant atmosphere at the restaurant.",common believed,2,ST_03|ST_12,0,1,0,high,low,high,high,0,1,0,0_1_0
CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx||7,CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx,7,"Moreover, it is common believed that smoking destroy the elegant atmosphere at the restaurant.","Moreover, it is common believed that smoking /ERR/destroy the elegant atmosphere/ERR/ at the restaurant.",destroy the elegant atmosphere,2,ST_03|ST_12,1,0,0,high,high,high,low,2,0,0,1_0_0
CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx||8,CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx,8,Non- smokers don't want to get harmed by the cigarette smoke in the restaurants.,/ERR/Non- smokers/ERR/ don't want to get harmed by the cigarette smoke in the restaurants.,Non- smokers,2,ST_03|ST_12,0,1,0,high,low,high,high,0,1,0,0_1_0
CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx||9,CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx,9,They come to the restaurants for a happy meal.,They come to the restaurants for /ERR/a happy meal/ERR/.,a happy meal,2,ST_03|ST_12,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx||10,CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx,10,"Therefore, I suggest that the government should create a place especially for the smokers and the problem will be solved gradually.","Therefore, I suggest that the government should create /ERR/a place especially for the smokers/ERR/ and the problem will be solved gradually.",a place especially for the smokers,2,ST_03|ST_12,0,1,0,high,low,high,high,0,1,0,0_1_0
CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx||11,CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx,11,"Last but not least, educated as most Chinese people are, it is crucial for us to behave formally and gently in public.","Last but not least, educated as most Chinese people are, it is crucial for us to /ERR/behave formally and gently/ERR/ in public.",behave formally and gently,2,ST_03|ST_12,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx||12,CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx,12,"In summary, taking many factors into consideration, I hope that this phenomenon will disappear after so many people's combat.","In summary, taking many factors into consideration, I hope that this phenomenon will disappear after /ERR/so many people's combat/ERR/.",so many people's combat,2,ST_03|ST_12,0,0,1,high,high,low,high,0,0,1,0_0_1
CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx||13,CHN_B2_0 - Smoking - WE_CHN_SMK0_160_B2_0.xlsx,13,"Besides, our government had better take actions to protect the environment at restaurant and solve the problem as soon as possible.","Besides, our government had better take actions to protect the /ERR/environment at restaurant/ERR/ and solve the problem as soon as possible.",environment at restaurant,2,ST_03|ST_12,0,1,0,high,low,high,high,0,1,0,0_1_0
CHN_B2_0 - Smoking - WE_CHN_SMK0_182_B2_0.xlsx||2,CHN_B2_0 - Smoking - WE_CHN_SMK0_182_B2_0.xlsx,2,"About this, different people hold different views.","/ERR/About this/ERR/, different people hold different views.",About this,2,ST_06|ST_07,1,1,0,low,low,high,high,1,1,0,1_1_0
CHN_B2_0 - Smoking - WE_CHN_SMK0_182_B2_0.xlsx||4,CHN_B2_0 - Smoking - WE_CHN_SMK0_182_B2_0.xlsx,4,"In my opinion, I agree with it, that is, smoking should be banned at all the restaurants.","In my opinion, I agree with it, /ERR/that is/ERR/, smoking should be banned at all the restaurants.",that is,2,ST_06|ST_07,1,0,0,high,high,high,low,2,0,0,1_0_0
CHN_B2_0 - Smoking - WE_CHN_SMK0_182_B2_0.xlsx||9,CHN_B2_0 - Smoking - WE_CHN_SMK0_182_B2_0.xlsx,9,So they will also smoke at public places such as restaurants.,So they will also smoke at /ERR/public places/ERR/ such as restaurants.,public places,2,ST_06|ST_07,1,0,0,high,high,high,low,2,0,0,1_0_0
CHN_B2_0 - Smoking - WE_CHN_SMK0_182_B2_0.xlsx||10,CHN_B2_0 - Smoking - WE_CHN_SMK0_182_B2_0.xlsx,10,"But nonsmokers hate it, they hate to smell it.","But nonsmokers hate it, they hate to /ERR/smell it/ERR/.",smell it,2,ST_06|ST_07,1,0,0,high,high,high,low,2,0,0,1_0_0
CHN_B2_0 - Smoking - WE_CHN_SMK0_182_B2_0.xlsx||11,CHN_B2_0 - Smoking - WE_CHN_SMK0_182_B2_0.xlsx,11,They even complain that they inhale the second-hand smoke in restaurants that would greatly harm to their health.,They even complain that they inhale the second-hand smoke in restaurants that would /ERR/greatly harm to their health/ERR/.,greatly harm to their health,2,ST_06|ST_07,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B2_0 - Smoking - WE_CHN_SMK0_182_B2_0.xlsx||12,CHN_B2_0 - Smoking - WE_CHN_SMK0_182_B2_0.xlsx,12,"Therefore, it is really harmful to people in the restaurant.","Therefore, it is really harmful to /ERR/people in the restaurant/ERR/.",people in the restaurant,2,ST_06|ST_07,1,0,0,low,high,high,high,1,0,0,1_0_0
CHN_B2_0 - Smoking - WE_CHN_SMK0_182_B2_0.xlsx||14,CHN_B2_0 - Smoking - WE_CHN_SMK0_182_B2_0.xlsx,14,I hate them who smoke at the restaurant.,I hate /ERR/them who smoke/ERR/ at the restaurant.,them who smoke,2,ST_06|ST_07,1,1,0,low,low,high,high,1,1,0,1_1_0
